Serial,Episode_Title,Image_URL,Description,Mode,Video_URL,,year,airdate,runtime,Visibility
Galaxy 4,Part One: Four Hundred Dawns (Animated),https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2c27.jpg,"The Doctor lands on a doomed planet, caught in a conflict between the beautiful Drahvins and the hideous Rills.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p0ghdp1p/doctor-who-19631996-season-3-galaxy-4-four-hundred-dawns-animated,,1965,1965-09-11,25,Shown
Galaxy 4,Part Two: Trap of Steel (Animated),https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2c44.jpg,The Doctor and his companions discover the truth about the Drahvins' intentions and the Rills' nature.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p0ghdpmk/doctor-who-19631996-season-3-galaxy-4-trap-of-steel-animated,,1965,1965-09-18,25,Shown
Galaxy 4,Part Three: Air Lock,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2c7c.jpg,The Doctor and his companions discover the truth about the Drahvins' intentions and the Rills' nature.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v24qq/doctor-who-19631996-galaxy-4-air-lock,,1965,1965-09-25,25,Shown
Galaxy 4,Part Three: Air Lock (Animated),https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2c7c.jpg,A plan to escape the planet before its destruction puts the Doctor and his companions in a moral dilemma.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p0ghdpv6/doctor-who-19631996-season-3-galaxy-4-air-lock-animated,,1965,1965-09-25,25,Shown
Galaxy 4,Part Four: The Exploding Planet (Animated),https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2c9w.jpg,"With time running out, efforts to help the Rills escape intensify, leading to a race against time.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p0ghdq6c/doctor-who-19631996-season-3-galaxy-4-the-exploding-planet-animated,,1965,1965-10-02,25,Shown
Mission to the Unknown,Mission to the Unknown (2019 Recreation),https://i.ytimg.com/vi/NW8yk-m5Ig8/maxresdefault.jpg,Watch the full recreation of the missing 1965 episode Mission to the Unknown by the University of Central Lancashire.,Youtube,NW8yk-m5Ig8,,1965,1965-10-09,25,Shown
Mission to the Unknown,Mission to the Unknown (Reconstruction),https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2cbz.jpg,This unique standalone episode sets the stage for a larger Dalek plot without the Doctor or his companions.,None,,,1965,1965-10-09,25,Shown
The Myth Makers,Part One: Temple of Secrets,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2chl.jpg,"Arriving in the midst of the Trojan War, the Doctor is mistaken for Zeus, while his companions are drawn into the conflict.",None,,,1965,1965-10-16,25,Shown
The Myth Makers,"Part Two: Small Prophet, Quick Return",https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2cjg.jpg,The Doctor's attempts to maintain his disguise lead to unexpected complications with the Trojans and Greeks.,None,,,1965,1965-10-23,25,Shown
The Myth Makers,Part Three: Death of a Spy,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2cml.jpg,Intrigue and espionage lead to deadly consequences as the siege of Troy intensifies.,None,,,1965,1965-10-30,25,Shown
The Myth Makers,Part Four: Horse of Destruction,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2cpc.jpg,"The Doctor inadvertently inspires the creation of the Trojan Horse, leading to the fall of Troy.",None,,,1965,1965-11-06,25,Shown
The Daleks' Master Plan,Part One: The Nightmare Begins,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2cvb.jpg,"The Doctor discovers a Dalek plot to conquer the Solar System, involving a mysterious Time Destructor device.",Iplayer,,,1965,1965-11-13,25,Shown
The Daleks' Master Plan,Part Two: Day of Armageddon,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2cww.jpg,"Infiltrating a Dalek spaceship, the Doctor and his allies learn the extent of the Dalek's plans.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v251q/doctor-who-19631996-season-3-the-daleks-master-plan-day-of-armageddon,,1965,1965-11-20,25,Shown
The Daleks' Master Plan,Part Three: Devil's Planet,https://ichef.bbci.co.uk/images/ic/1920x1080/p0g9lbk6.jpg,The quest to thwart the Daleks leads the Doctor to desolate worlds and dangerous,None,,,1965,1965-11-27,25,Shown
The Daleks' Master Plan,Part Four: The Traitors,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2cyw.jpg,"With allies betrayed and the Daleks closing in, the Doctor's situation becomes increasingly perilous.",None,,,1965,1965-12-04,25,Shown
The Daleks' Master Plan,Part Five: Counter Plot,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2d1m.jpg,"The Doctor hatches a plan to steal the Time Destructor, but not everything goes as planned.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v256s/doctor-who-19631996-season-3-the-daleks-master-plan-counter-plot,,1965,1965-12-11,25,Shown
The Daleks' Master Plan,Part Six: Coronas of the Sun,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2d2p.jpg,"Escaping to a sun-drenched planet, the team finds temporary refuge, only to face new threats.",None,,,1965,1965-12-18,25,Shown
The Daleks' Master Plan,Part Seven: The Feast of Steven,https://farm3.staticflickr.com/2824/9493992656_8759b4c447_n.jpg,A lighter interlude as the Doctor and his companions find themselves in a variety of comedic predicaments.,None,,,1965,1965-12-25,25,Shown
The Daleks' Master Plan,Part Eight: Volcano,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2d4x.jpg,"Returning to the main narrative, the plot thickens around the Dalek's scheme with the Time Destructor.",None,,,1966,1966-01-01,25,Shown
The Daleks' Master Plan,Part Nine: Golden Death,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2d6m.jpg,"In their quest to stop the Daleks, the group faces deadly traps and moral dilemmas in ancient Egypt.",None,,,1966,1966-01-08,25,Shown
The Daleks' Master Plan,Part Ten: Escape Switch,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2d9f.jpg,"The Doctor devises a risky escape plan from the Daleks, utilizing their own technology against them.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v25f0/doctor-who-19631996-season-3-the-daleks-master-plan-escape-switch,,1966,1966-01-15,25,Shown
The Daleks' Master Plan,Part Eleven: The Abandoned Planet,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2dbn.jpg,The TARDIS crew returns to the Dalek-occupied planet to confront them and retrieve the Time Destructor.,None,,,1966,1966-01-22,25,Shown
The Daleks' Master Plan,Part Twelve: Destruction of Time,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2dfx.jpg,"The dramatic conclusion sees the Doctor and his companions racing to use the Time Destructor against the Daleks, with tragic consequences.",None,,,1966,1966-01-29,25,Shown
The Massacre of St. Bartholomew's Eve,Part One: War of God,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2dk0.jpg,"The TARDIS lands in Paris, 1572, where the Doctor and Steven find themselves caught in the tensions leading up to the St. Bartholomew's Day Massacre.",None,,,1966,1966-02-05,25,Shown
The Massacre of St. Bartholomew's Eve,Part Two: The Sea Beggar,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2dk0.jpg,Steven's search for the Doctor leads him into dangerous liaisons with historical figures on the eve of the massacre.,None,,,1966,1966-02-12,25,Shown
The Massacre of St. Bartholomew's Eve,Part Three: Priest of Death,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2dmy.jpg,"As the plot to eliminate the Huguenots thickens, Steven and the Doctor work to navigate the political intrigue.",None,,,1966,1966-02-19,25,Shown
The Massacre of St. Bartholomew's Eve,Part Four: Bell of Doom,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2dk0.jpg,"The massacre begins, and the Doctor and Steven face difficult choices in their bid to escape history's bloody turn.",None,,,1966,1966-02-26,25,Shown
The Ark,Part One: The Steel Sky,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gl154q.jpg,The TARDIS lands on a vast spaceship carrying the last humans away from a doomed Earth.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v25yf/doctor-who-19631996-season-3-the-ark-the-steel-sky,,1966,1966-03-05,25,Shown
The Ark,Part Two: The Plague,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gl14l7.jpg,A common cold brought from the TARDIS becomes a deadly plague among the human and Monoid passengers.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v25z3/doctor-who-19631996-season-3-the-ark-the-plague,,1966,1966-03-12,25,Shown
The Ark,Part Three: The Return,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gl13tw.jpg,The Doctor returns to the Ark centuries later to find a drastic change in the power dynamics between humans and Monoids.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v25zs/doctor-who-19631996-season-3-the-ark-the-return,,1966,1966-03-19,25,Shown
The Ark,Part Four: The Bomb,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gl15s2.jpg,A conflict ensues for control of the Ark and the fate of the new planet they orbit.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v2625/doctor-who-19631996-season-3-the-ark-the-bomb,,1966,1966-03-26,25,Shown
The Celestial Toymaker,Part One: The Celestial Toyroom,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2f69.jpg,"The Doctor and his companions are trapped by the Celestial Toymaker, forced to play his deadly games.",None,,,1966,1966-04-02,25,Shown
The Celestial Toymaker,Part Two: The Hall of Dolls,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2f8w.jpg,"Steven and Dodo must solve puzzles and games to progress, while the Doctor faces his own challenge.",None,,,1966,1966-04-09,25,Shown
The Celestial Toymaker,Part Three: The Dancing Floor,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2fdr.jpg,The challenges become more dangerous as the Toymaker's intentions become clearer.,None,,,1966,1966-04-16,25,Shown
The Celestial Toymaker,Part Four: The Final Test,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2fg5.jpg,"The Doctor faces a final, critical challenge that could spell freedom or eternal captivity.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v26b1/doctor-who-19631996-season-3-the-celestial-toymaker-the-final-test,,1966,1966-04-23,25,Shown
The Gunfighters,Part One: A Holiday for the Doctor,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gl1m99.jpg,"The TARDIS arrives in Tombstone, Arizona, where the Doctor seeks a dentist and gets caught up in the events leading to the O.K. Corral gunfight.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v26dt/doctor-who-19631996-season-3-the-gunfighters-a-holiday-for-the-doctor,,1966,1966-04-30,25,Shown
The Gunfighters,Part Two: Don't Shoot the Pianist,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gl1mtm.jpg,"Misunderstandings escalate, drawing the Doctor and his companions deeper into the historic feud.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v26fk/doctor-who-19631996-season-3-the-gunfighters-dont-shoot-the-pianist,,1966,1966-05-07,25,Shown
The Gunfighters,Part Three: Johnny Ringo,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gl1n2m.jpg,"The infamous gunman Johnny Ringo becomes involved, complicating the situation further.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v26gx/doctor-who-19631996-season-3-the-gunfighters-johnny-ringo,,1966,1966-05-14,25,Shown
The Gunfighters,Part Four: The O.K. Corral,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gl1n4m.jpg,"The climactic gunfight unfolds, with the TARDIS crew caught in the middle of the historic event.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v26hy/doctor-who-19631996-season-3-the-gunfighters-the-ok-corral,,1966,1966-05-21,25,Shown
The Savages,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2x3c.jpg,The Doctor arrives on a planet where the technologically advanced Elders drain the life force from the Savage population.,None,,,1966,1966-05-28,25,Shown
The Savages,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2x3c.jpg,"As the Doctor is taken by the Elders for experimentation, Steven and Dodo work with the Savages to mount a rescue.",None,,,1966,1966-06-04,25,Shown
The Savages,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2x3c.jpg,The Doctor confronts the Elders about their inhuman practices and seeks a way to end the exploitation.,None,,,1966,1966-06-11,25,Shown
The Savages,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2x3c.jpg,"In a bid for peace and coexistence, the Doctor brokers an uneasy alliance between the Elders and the Savages.",None,,,1966,1966-06-18,25,Shown
The War Machines,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2x4v.jpg,"Back on Earth in 1966, the Doctor and Dodo discover a new computer, WOTAN, that plans to take over the world.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v26vk/doctor-who-19631996-season-3-the-war-machines-episode-1,,1966,1966-06-25,25,Shown
The War Machines,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2x55.jpg,"WOTAN begins building War Machines to conquer humanity, starting with London.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v26wc/doctor-who-19631996-season-3-the-war-machines-episode-2,,1966,1966-07-02,25,Shown
The War Machines,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2x60.jpg,"With new companions Ben and Polly, the Doctor works to thwart WOTAN's plan and deactivate the War Machines.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v26x2/doctor-who-19631996-season-3-the-war-machines-episode-3,,1966,1966-07-09,25,Shown
The War Machines,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2x6x.jpg,A final showdown with WOTAN's War Machines determines the fate of Earth's future.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v26xy/doctor-who-19631996-season-3-the-war-machines-episode-4,,1966,1966-07-16,25,Shown
The Smugglers,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v1x32.jpg,"The Doctor, Ben, and Polly land in 17th-century Cornwall and find themselves entangled with pirates and hidden treasure.",None,,,1966,1966-09-10,25,Shown
The Smugglers,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v1x42.jpg,"Accused of smuggling and pursued by the local militia, the trio uncovers clues to a hidden treasure.",None,,,1966,1966-09-17,25,Shown
The Smugglers,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v1x55.jpg,The search for the treasure leads to danger as the Doctor and his companions navigate betrayal and greed.,None,,,1966,1966-09-24,25,Shown
The Smugglers,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v1x87.jpg,"With the pirates closing in, the Doctor must outwit them to prevent bloodshed and ensure justice.",None,,,1966,1966-10-01,25,Shown
The Tenth Planet,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v1xds.jpg,"The TARDIS arrives at the South Pole in 1986, just as a new planet appears in the sky, heralding the arrival of the Cybermen.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v2xpn/doctor-who-19631996-season-4-the-tenth-planet-episode-1,,1966,1966-10-08,25,Shown
The Tenth Planet,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v1xg4.jpg,"The Cybermen reveal their plan to drain Earth's energy, putting the Doctor and the base under siege.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v2xr2/doctor-who-19631996-season-4-the-tenth-planet-episode-2,,1966,1966-10-15,25,Shown
The Tenth Planet,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v1xk4.jpg,"As the Cybermen attack, the Doctor and the base crew work desperately to defend Earth.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v2xsg/doctor-who-19631996-season-4-the-tenth-planet-episode-3,,1966,1966-10-22,25,Shown
The Tenth Planet,Episode 4 (Animated – 2013),https://ichef.bbci.co.uk/images/ic/1920x1080/p00v1xql.jpg,"The Doctor confronts the Cybermen's leader, leading to his first regeneration amidst the destruction of Mondas.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p0ghds0k/doctor-who-19631996-season-4-the-tenth-planet-episode-4-animated,,1966,1966-10-29,25,Shown
The Power of the Daleks,Episode 1 (Animated – 2020),https://ichef.bbci.co.uk/images/ic/1920x1080/p00v1y02.jpg,"Newly regenerated, the Doctor, Ben, and Polly land on the planet Vulcan, where they discover a Dalek that seems utterly benign.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p0ghdslw/doctor-who-19631996-season-4-the-power-of-the-daleks-episode-1-animated,,1966,1966-11-05,25,Shown
The Power of the Daleks,Episode 2 (Animated – 2020),https://ichef.bbci.co.uk/images/ic/1920x1080/p00v1y0m.jpg,"The Doctor investigates a Dalek presence in a human colony, suspecting they are not as harmless as they appear.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p0ghdt9r/doctor-who-19631996-season-4-the-power-of-the-daleks-episode-2-animated,,1966,1966-11-12,25,Shown
The Power of the Daleks,Episode 3 (Animated – 2020),https://ichef.bbci.co.uk/images/ic/1920x1080/p00v1y18.jpg,"With Daleks secretly manufacturing more of their kind, the Doctor struggles to convince the colonists of the impending threat.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p0ghdtls/doctor-who-19631996-season-4-the-power-of-the-daleks-episode-3-animated,,1966,1966-11-19,25,Shown
The Power of the Daleks,Episode 4 (Animated – 2020),https://ichef.bbci.co.uk/images/ic/1920x1080/p00v1y1v.jpg,"The Daleks reveal their true intentions, plunging the colony into a fight for survival.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p0ghdtx2/doctor-who-19631996-season-4-the-power-of-the-daleks-episode-4-animated,,1966,1966-11-26,25,Shown
The Power of the Daleks,Episode 5 (Animated – 2020),https://ichef.bbci.co.uk/images/ic/1920x1080/p00v2075.jpg,The Doctor and the colonists mount a desperate offensive against the Daleks' growing army.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p0ghdv9j/doctor-who-19631996-season-4-the-power-of-the-daleks-episode-5-animated,,1966,1966-12-03,25,Shown
The Power of the Daleks,Episode 6 (Animated – 2020),https://ichef.bbci.co.uk/images/ic/1920x1080/p00v208d.jpg,A climactic confrontation with the Daleks tests the Doctor's ingenuity and resolve to protect humanity.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p0ghdvhd/doctor-who-19631996-season-4-the-power-of-the-daleks-episode-6-animated,,1966,1966-12-10,25,Shown
